m_bits,Method,R_bits_per_token,utilization,empirical_entropy_rate_bits_per_token,N_tokens_mean,N_trials
240,Discop,2.2121093758313615,0.8765347634756948,2.5163480922649084,119.7,10
240,ACS2,2.8202389432558417,0.992649578922666,2.8411690581041,87.4,10
241,ACS1,2.7729706997314563,0.9952315151842029,2.7878971974840354,90.3,10
241,Discop,2.678719812598234,0.8973251122227401,2.9785896231319215,94.4,10
241,ACS2,2.4681011678728892,0.9937187184109761,2.4821451514469888,102.9,10
242,ACS1,2.556350609026204,0.9953240911689022,2.5688488248341192,99.6,10
242,Discop,2.631893354152324,0.8908985133398236,2.9393706457163526,95.5,10
242,ACS2,2.8947817038733876,0.9951351545282421,2.9087155476890834,87.7,10
243,ACS1,2.7503716638224818,0.9934477762940596,2.769783385203778,92.4,10
243,Discop,2.494224932552212,0.8859092502549777,2.8089736321822136,102.2,10
243,ACS2,2.951801365763269,0.9954776194320536,2.965915757338215,86.5,10
244,ACS1,2.804767309973789,0.992463049894025,2.8286141267850593,90.4,10
244,Discop,2.504234396235397,0.8952096401842482,2.7808227036622033,105.8,10
244,ACS2,2.686580647565641,0.9945346024843496,2.7013483685540005,93.5,10
245,ACS1,2.598454155080012,0.9949683209795552,2.6115184258041166,100.3,10
245,Discop,2.588088342483924,0.890379321337306,2.896077065772645,100.8,10
245,ACS2,2.909680497428184,0.9921469188920831,2.9332594415174364,85.3,10
246,ACS1,2.9912244107564616,0.9909796065815402,3.02053283402104,84.1,10
246,Discop,3.007868585536987,0.8923425465650038,3.3594139394774216,85.9,10
246,ACS2,2.8513650671269515,0.9945656527395002,2.8671025099688348,90.6,10
247,ACS1,2.9286236279811093,0.9935910357200562,2.9465276285607023,86.4,10
247,Discop,2.5598414351141985,0.8896859116105243,2.878154505818601,97.9,10
247,ACS2,3.058969010896228,0.9883114359107719,3.0969147076904484,82.5,10
248,ACS1,2.5076328139492294,0.9929804040262453,2.526724412431474,102.8,10
248,Discop,2.5767881701202238,0.8844176823447398,2.9052999174759844,99.6,10
248,ACS2,2.6807767723736875,0.992405847315375,2.703729883825479,97.5,10
249,ACS1,2.6443282400573715,0.9929097300937768,2.6663900412328383,98.1,10
249,Discop,2.673855899713398,0.8809110200814434,3.0228304852055805,97.7,10
249,ACS2,2.8648327018682047,0.9889155215676182,2.900764944936268,90.2,10
250,ACS1,2.65679263610327,0.9926006252125992,2.6808144465352415,99.3,10
250,Discop,2.6414676157365893,0.8867423330066673,2.96855087299095,101.0,10
250,ACS2,2.6971356511163376,0.991266118480677,2.7215187630493975,98.1,10
