method,m_bits,R_bits_per_token,utilization,entropy_rate_bits_per_token,mean_N_tokens,std_R,trials
ACS2,201,6.907216494845361,0.9882491227242799,6.98934745907431,29.1,0.43037189374853485,10
ACS1,202,6.710963455149502,0.9875582622428808,6.7955114262402905,30.1,0.5087928198407876,10
Discop,202,6.3125,0.9276627072597972,6.804736194091878,32.0,0.49798525776659436,10
ACS2,202,6.801346801346801,0.9896046421501439,6.872791932917078,29.7,0.4651386253988614,10
ACS1,203,6.677631578947368,0.9860700446831944,6.771964745255764,30.4,0.656104150459361,10
Discop,203,6.485623003194888,0.9335692957368253,6.947125438691801,31.3,0.5915012678620478,10
ACS2,203,6.7218543046357615,0.9811756034720253,6.850816796554615,30.2,0.5079314851481617,10
ACS1,204,6.8,0.9804040859362723,6.935915606171811,30.0,0.40030746120199684,10
Discop,204,6.455696202531645,0.9330166035775561,6.919165401535131,31.6,0.4657371564222378,10
ACS2,204,6.891891891891892,0.9792030781479669,7.038266163263083,29.6,0.46591836617400495,10
ACS1,205,6.4263322884012535,0.990694793706435,6.486692298400752,31.9,0.5710908877638274,10
Discop,205,6.193353474320242,0.9389794365468221,6.595835045224029,33.1,0.5144205438485625,10
ACS2,205,6.212121212121212,0.9860172236107662,6.300215719734191,33.0,0.6839042872627596,10
ACS1,206,6.602564102564102,0.9851090389933762,6.7023688152439105,31.2,0.6438882028808014,10
Discop,206,6.22356495468278,0.9347086599523196,6.658293884856326,33.1,0.600866002546383,10
ACS2,206,6.62379421221865,0.9780686141572295,6.772320588086923,31.1,0.5181425453285196,10
ACS1,207,6.786885245901639,0.9839655378690456,6.897482670582001,30.5,0.595904617332759,10
Discop,207,6.4890282131661445,0.9285441652225935,6.988389412377142,31.9,0.27459375237875483,10
ACS2,207,6.809210526315789,0.9913146283945612,6.868869207895518,30.4,0.59345957258178,10
ACS1,208,6.910299003322259,0.9800898175210282,7.05067931508634,30.1,0.26181272088211,10
Discop,208,6.540880503144654,0.938656291027666,6.9683446067181025,31.8,0.3429068178577385,10
ACS2,208,6.887417218543046,0.9803185573633834,7.025692992150536,30.2,0.40345036098973136,10
ACS1,209,6.763754045307444,0.9860702289250372,6.859302559697943,30.9,0.350751508834114,10
Discop,209,6.450617283950617,0.9420638206148191,6.847325141666889,32.4,0.39109568299838876,10
ACS2,209,6.785714285714286,0.9837270708627489,6.8979643711167515,30.8,0.24765994401810748,10
ACS1,210,6.6455696202531644,0.9872760145563162,6.7312175341762925,31.6,0.7600530913113452,10
Discop,210,6.382978723404255,0.9423256964404009,6.773643918992883,32.9,0.5021099324309645,10
ACS2,210,6.885245901639344,0.9769358537904365,7.0477973297070795,30.5,0.6330277503208375,10
ACS1,211,6.963696369636963,0.9853552445859433,7.06719369273077,30.3,0.3123670960439577,10
Discop,211,6.65615141955836,0.944457361328186,7.047593350532887,31.7,0.44441043217472354,10
ACS2,211,6.85064935064935,0.9882623527215487,6.932014896432647,30.8,0.4385297185962586,10
ACS1,212,6.973684210526316,0.9913806582971182,7.034315378418744,30.4,0.459419035197584,10
Discop,212,6.5030674846625764,0.9444428774247751,6.885612290702617,32.6,0.4973991360209239,10
ACS2,212,7.066666666666666,0.9781109069421282,7.224811232050579,30.0,0.22843425424378314,10
ACS1,213,6.826923076923077,0.9894892692415604,6.899441246246042,31.2,0.33443173509717394,10
Discop,213,6.454545454545454,0.9366612073344074,6.891013958946896,33.0,0.34594310866283884,10
ACS2,213,6.7834394904458595,0.9771275241071837,6.942225372930714,31.4,0.2899221938700089,10
ACS1,214,6.8152866242038215,0.9832591089986972,6.931323149545164,31.4,0.34168505882716943,10
Discop,214,6.666666666666667,0.9390205545499452,7.099596099748716,32.1,0.41493173072790934,10
ACS2,214,6.772151898734177,0.9800363697808518,6.910102632465072,31.6,0.3266662655448001,10
ACS1,215,6.739811912225705,0.988034655909143,6.8214327016941,31.9,0.5276990495501436,10
Discop,215,6.3049853372434015,0.9316875117223865,6.767274711654704,34.1,0.4994281799757071,10
ACS2,215,6.656346749226006,0.9848713391230277,6.758595244687602,32.3,0.643520963090684,10
ACS1,216,6.857142857142857,0.9857904907469491,6.95598397581122,31.5,0.35302160405484084,10
Discop,216,6.7924528301886795,0.9432096230644641,7.201424438525312,31.8,0.2596955137794387,10
ACS2,216,6.8354430379746836,0.9855715769416559,6.935511532491495,31.6,0.6276186503924805,10
ACS1,217,6.867088607594937,0.9861967266152276,6.963203610666805,31.6,0.4483568817881497,10
Discop,217,6.382352941176471,0.9386506845305641,6.799497455614597,34.0,0.4909287461526334,10
ACS2,217,6.867088607594937,0.9814757024229581,6.996697514408387,31.6,0.3725146013036491,10
ACS1,218,6.770186335403727,0.9805464967560957,6.904503109032844,32.2,0.5457849793393812,10
Discop,218,6.606060606060606,0.9484032667364043,6.9654553476951175,33.0,0.45973820889823663,10
ACS2,218,6.8125,0.9839510395214273,6.923616853246534,32.0,0.5272670887530558,10
ACS1,219,6.908517350157728,0.9903304906480183,6.975971572517343,31.7,0.4827845859910279,10
Discop,219,6.4035087719298245,0.929091507475243,6.892226137478127,34.2,0.4464463722418571,10
ACS2,219,6.656534954407295,0.9794385320312607,6.796276373364938,32.9,0.3921653776644095,10
ACS1,220,6.567164179104478,0.9787873810153731,6.709490034793708,33.5,0.43044463903162394,10
Discop,220,6.489675516224189,0.9420218295470031,6.889092495175962,33.9,0.3000228365153298,10
ACS2,220,6.7073170731707314,0.9889723309097096,6.782107914991902,32.8,0.3775941909255055,10
ACS1,221,6.676737160120846,0.9914323105988894,6.734435713606775,33.1,0.5160133273485423,10
Discop,221,6.636636636636637,0.9408178786374817,7.054114071735112,33.3,0.435162271010715,10
ACS2,221,6.820987654320987,0.9841682415434131,6.930713028926878,32.4,0.5763242041468011,10
ACS1,222,6.9375,0.9870135041930488,7.028779211761527,32.0,0.3788154641421494,10
Discop,222,6.7889908256880735,0.9418899048932358,7.207839037682024,32.7,0.23666694327250073,10
ACS2,222,6.91588785046729,0.9870221344584843,7.00682143694943,32.1,0.3210847474376645,10
ACS1,223,6.5588235294117645,0.9831679312924256,6.671112147433296,34.0,0.6613835268948918,10
Discop,223,6.501457725947522,0.9338240233975202,6.962187267675284,34.3,0.4888213214299271,10
ACS2,223,6.737160120845921,0.9879064065022469,6.819634002272864,33.1,0.7452955508038274,10
ACS1,224,6.787878787878788,0.983759014971648,6.899940620187776,33.0,0.37846433745239344,10
Discop,224,6.850152905198777,0.9487769493203285,7.21998243117731,32.7,0.3928581792810531,10
ACS2,224,6.686567164179104,0.9912260598995111,6.74575400575826,33.5,0.50621257145164,10
ACS1,225,6.578947368421052,0.9840721211296496,6.685432121447416,34.2,0.5892445010993596,10
Discop,225,6.3559322033898304,0.9511685123746334,6.6822357139661515,35.4,0.688210276168834,10
ACS2,225,6.65680473372781,0.987367379402329,6.741973527378727,33.8,0.4698999605359037,10
ACS1,226,6.666666666666667,0.9859312446041438,6.761796730910344,33.9,0.33858253433087737,10
Discop,226,6.494252873563219,0.9401715830964372,6.907518787341477,34.8,0.3371074916063831,10
ACS2,226,6.666666666666667,0.9872640166700365,6.752668540632937,33.9,0.3697510761516882,10
ACS1,227,6.796407185628743,0.9793825200543057,6.939481812736345,33.4,0.3847175882635729,10
Discop,227,6.522988505747127,0.935153970804586,6.975309638192404,34.8,0.364420751791355,10
ACS2,227,6.735905044510385,0.9844003949278143,6.842647645427171,33.7,0.41296579855734533,10
ACS1,228,6.608695652173913,0.9853274495764867,6.70710600320174,34.5,0.5369670267573234,10
Discop,228,6.514285714285714,0.9343574123907771,6.9719420297821095,35.0,0.36108964194296955,10
ACS2,228,6.745562130177515,0.9870121452136155,6.834325355457097,33.8,0.3013141433008932,10
ACS1,229,6.715542521994135,0.9820502695939151,6.838287947083463,34.1,0.21164557530824357,10
Discop,229,6.735294117647059,0.9375172726547155,7.184181362947161,34.0,0.44344202807517513,10
ACS2,229,6.918429003021148,0.9859118084055735,7.017289928000459,33.1,0.5444168371667437,10
ACS1,230,6.628242074927954,0.9862532387918351,6.720628956359709,34.7,0.43644589679737983,10
Discop,230,6.284153005464481,0.9392321240575944,6.6907347443741525,36.6,0.5576270833788118,10
ACS2,230,6.47887323943662,0.9849195934491362,6.578073258496107,35.5,0.30750023243161273,10
ACS1,231,6.4525139664804465,0.9878571631185871,6.531828899342461,35.8,0.6460876313770422,10
Discop,231,6.260162601626016,0.9359765275275885,6.688375634977121,36.9,0.5099717576042179,10
ACS2,231,6.676300578034682,0.9822420050358796,6.797001699994299,34.6,0.5799832344572882,10
ACS1,232,6.572237960339943,0.9922137455810307,6.623812650863151,35.3,0.643566705746172,10
Discop,232,6.287262872628726,0.9452493932209883,6.6514328575282535,36.9,0.48254626781110255,10
ACS2,232,6.628571428571429,0.9900355674149817,6.695286156111408,35.0,0.6478477154177084,10
ACS1,233,6.955223880597015,0.9886723039024126,7.03491323985094,33.5,0.46680010772155206,10
Discop,233,6.544943820224719,0.9373361169695075,6.982494008003356,35.6,0.4860904748448,10
ACS2,233,6.976047904191617,0.9812969278433914,7.109008197470836,33.4,0.3699522708731781,10
ACS1,234,6.842105263157895,0.986189504825544,6.93792139307775,34.2,0.5516768168505859,10
Discop,234,6.223404255319149,0.9379888836940633,6.6348379639741975,37.6,0.36938775469041213,10
ACS2,234,6.743515850144092,0.9889914773807806,6.818578323853148,34.7,0.4610661946639174,10
ACS1,235,6.638418079096045,0.9839519696844323,6.746689151122978,35.4,0.54362241807252,10
Discop,235,6.420765027322404,0.9459602243024214,6.787563432761946,36.6,0.6358524568999196,10
ACS2,235,6.619718309859155,0.9885544369503938,6.696361942677049,35.5,0.5852387416085882,10
ACS1,236,6.742857142857143,0.9815591812081759,6.869537030418822,35.0,0.40545826796176554,10
Discop,236,6.430517711171662,0.9405881751201335,6.83669844174933,36.7,0.4820867181676678,10
ACS2,236,6.781609195402299,0.990979643942732,6.843338545704985,34.8,0.6056907294197637,10
ACS1,237,6.829971181556196,0.9780221304328062,6.9834525917462775,34.7,0.5467540619229907,10
Discop,237,6.620111731843576,0.9390636982731385,7.049694013321376,35.8,0.45494487038847403,10
ACS2,237,6.810344827586207,0.9838242299615318,6.922318662402222,34.8,0.4621940746137368,10
ACS1,238,6.819484240687679,0.9878140087442764,6.903611591170596,34.9,0.47355799939556015,10
Discop,238,6.574585635359116,0.9436412402813052,6.967251275918369,36.2,0.41384216243089045,10
ACS2,238,6.685393258426966,0.984787513165531,6.788665746722594,35.6,0.723653321612817,10
ACS1,239,6.9476744186046515,0.9908307462330784,7.011968941232586,34.4,0.6274895584460861,10
Discop,239,6.770538243626063,0.9457034443685608,7.159261483018813,35.3,0.4849163720639129,10
ACS2,239,6.907514450867052,0.9868989690607467,6.999211335118816,34.6,0.5284675763321316,10
ACS1,240,6.857142857142857,0.9876113587074463,6.9431591654811085,35.0,0.31690633980475474,10
Discop,240,6.521739130434782,0.9442630935317117,6.906697058382659,36.8,0.5527398619624654,10
ACS2,240,6.876790830945558,0.979185208158007,7.0229725425303595,34.9,0.5083091881139883,10
ACS1,241,6.866096866096866,0.9899265392660239,6.935966047730874,35.1,0.4077885110180343,10
Discop,241,6.6208791208791204,0.9434610585761763,7.017649600579187,36.4,0.5506711879155187,10
ACS2,241,6.694444444444445,0.9884218891151271,6.772861384562787,36.0,0.5192172457539354,10
ACS1,242,6.855524079320113,0.9855944035780124,6.955725453018443,35.3,0.44331980449903474,10
Discop,242,6.594005449591281,0.9412065837888033,7.00590663427712,36.7,0.34351354333665934,10
ACS2,242,6.954022988505747,0.9912879564624821,7.015139186520461,34.8,0.4377800736825982,10
ACS1,243,6.903409090909091,0.9850626898854623,7.00809112129887,35.2,0.47404489553523804,10
Discop,243,6.694214876033058,0.9457527163870371,7.07818731053323,36.3,0.5844926700775879,10
ACS2,243,7.043478260869565,0.9891002889311337,7.12109615141359,34.5,0.4519683767800605,10
ACS1,244,6.666666666666667,0.9857362827927401,6.763134098887982,36.6,0.36496186167464606,10
Discop,244,6.240409207161125,0.9410085795391359,6.631617758700351,39.1,0.41102320891409866,10
ACS2,244,6.740331491712707,0.9841467280448567,6.848909110436516,36.2,0.3046748261467457,10
ACS1,245,6.882022471910112,0.9861840774770372,6.978436003059841,35.6,0.4158000658097533,10
Discop,245,6.314432989690721,0.9363676495125545,6.743540310238004,38.8,0.41891647435839435,10
ACS2,245,6.693989071038251,0.9925212602767439,6.74442889935856,36.6,0.3405294718942663,10
ACS1,246,6.758241758241758,0.9864460376795385,6.8511013274881964,36.4,0.43526366263833965,10
Discop,246,6.40625,0.9321647555760233,6.872443912601386,38.4,0.4264280696250045,10
ACS2,246,6.721311475409836,0.9897801088399142,6.790711811017949,36.6,0.4464436398675511,10
ACS1,247,6.711956521739131,0.9848860810900835,6.8149572327291486,36.8,0.6398585091128602,10
Discop,247,6.2849872773536894,0.9360974750583018,6.714030797874174,39.3,0.39815124099251126,10
ACS2,247,6.534391534391534,0.9887900206366053,6.608472373320016,37.8,0.5245742028645163,10
ACS1,248,6.775956284153006,0.9938851707365693,6.817645019425471,36.6,0.6214633657383857,10
Discop,248,6.262626262626263,0.9347187417107664,6.700011439980447,39.6,0.3992510777766098,10
ACS2,248,6.441558441558442,0.9872128519084435,6.524994512688787,38.5,0.7982103498657205,10
ACS1,249,6.64,0.9888602912374064,6.714800926722482,37.5,0.6791168762199294,10
Discop,249,6.0,0.9390815653221035,6.3892213643252695,41.5,0.8638246361365904,10
ACS2,249,6.417525773195877,0.990096771766258,6.481715682950359,38.8,0.6830548019129109,10
ACS1,250,6.963788300835654,0.9942441535877593,7.004102841044244,35.9,0.3682998008375368,10
Discop,250,6.544502617801047,0.9379100884160242,6.977750531347451,38.2,0.45375310824901155,10
ACS2,250,6.738544474393531,0.9880089199738089,6.82032756806706,37.1,0.40519231194996563,10
